Transaction_ID,Customer_ID,Gender,Age,Category,Quantity,Unit_Price,Discount,Date,Store_Region,Online_Or_Offline,Payment_Method,Total_Amount
TXN-03053,CUST-4367,Female,18,Beauty,5,87.86,0.07,2021-03-31,East,Online,Digital Wallet,408.55
TXN-03054,CUST-7125,Male,54,Furniture,1,1651.37,0.07,2021-03-31,West,Online,Digital Wallet,1535.77
TXN-03055,CUST-2593,Female,33,Beauty,3,73.6,0.12,2021-04-01,East,Offline,Cash,194.3
TXN-03056,CUST-7668,Male,56,Furniture,1,550.6,0.13,2021-04-01,North,Offline,Debit Card,479.02
TXN-03057,CUST-8549,Male,40,Grocery,8,28.04,0.05,2021-04-01,North,Offline,Digital Wallet,213.1
TXN-03058,CUST-0091,Female,28,Grocery,16,44.92,0.02,2021-04-01,West,Online,Digital Wallet,704.35
TXN-03059,CUST-3108,Male,19,Electronics,1,457.87,0.05,2021-04-01,North,Online,Digital Wallet,434.98
TXN-03060,CUST-7211,Female,46,Clothing,3,207.14,0.13,2021-04-01,East,Online,Digital Wallet,540.64
TXN-03061,CUST-7091,Male,34,Beauty,6,153.09,0.11,2021-04-01,North,Online,Debit Card,817.5
TXN-03062,CUST-3481,Male,51,Clothing,3,199.81,0.24,2021-04-02,West,Online,Digital Wallet,455.57
TXN-03063,CUST-2205,Female,52,Furniture,1,684.85,0.2,2021-04-02,West,Online,Credit Card,547.88
TXN-03064,CUST-2225,Female,25,Beauty,1,68.98,0.12,2021-04-02,East,Offline,Debit Card,60.7
TXN-03065,CUST-6227,Male,23,Beauty,3,47.58,0.11,2021-04-02,South,Online,Digital Wallet,127.04
TXN-03066,CUST-7501,Female,18,Furniture,2,480.72,0.11,2021-04-03,South,Offline,Credit Card,855.68
TXN-03067,CUST-5964,Female,21,Grocery,6,38.39,0.04,2021-04-03,East,Offline,Cash,221.13
TXN-03068,CUST-5014,Female,48,Clothing,2,288.24,0.13,2021-04-03,West,Offline,Credit Card,501.54
TXN-03069,CUST-9865,Male,38,Clothing,3,216.84,0.22,2021-04-03,East,Offline,Cash,507.41
TXN-03070,CUST-4523,Female,25,Clothing,6,143.69,0.11,2021-04-03,East,Online,Debit Card,767.3
TXN-03071,CUST-5435,Male,66,Clothing,3,116.22,0.15,2021-04-03,East,Offline,Digital Wallet,296.36
TXN-03072,CUST-2036,Female,60,Beauty,1,94.2,0.14,2021-04-03,South,Online,Digital Wallet,81.01
TXN-03073,CUST-8297,Female,41,Grocery,11,35.09,0.04,2021-04-04,East,Online,Credit Card,370.55
TXN-03074,CUST-1256,Female,77,Clothing,4,164.24,0.16,2021-04-04,East,Online,Debit Card,551.85
TXN-03075,CUST-3274,Female,63,Grocery,8,30.61,0.03,2021-04-04,South,Offline,Cash,237.53
TXN-03076,CUST-9477,Male,63,Grocery,4,44.75,0.05,2021-04-04,East,Offline,Credit Card,170.05
TXN-03077,CUST-3350,Male,61,Electronics,2,282.65,0.08,2021-04-04,North,Online,Digital Wallet,520.08
TXN-03078,CUST-4890,Male,49,Grocery,12,103.5,0.04,2021-04-04,South,Offline,Cash,1192.32
TXN-03079,CUST-2230,Female,48,Grocery,10,86.89,0.06,2021-04-04,North,Offline,Digital Wallet,816.77
TXN-03080,CUST-9787,Female,48,Beauty,4,215.62,0.07,2021-04-04,East,Online,Debit Card,802.11
TXN-03081,CUST-1622,Female,26,Beauty,3,112.33,0.09,2021-04-04,West,Online,Digital Wallet,306.66
TXN-03082,CUST-3692,Female,42,Electronics,1,650.58,0.14,2021-04-04,East,Offline,Digital Wallet,559.5
TXN-03083,CUST-3264,Male,46,Furniture,1,819.67,0.11,2021-04-04,South,Offline,Cash,729.51
TXN-03084,CUST-3664,Female,36,Furniture,2,1687.5,0.14,2021-04-05,South,Offline,Digital Wallet,2902.5
TXN-03085,CUST-9776,Female,40,Clothing,2,168.65,0.12,2021-04-05,East,Offline,Debit Card,296.82
TXN-03086,CUST-5643,Male,18,Electronics,2,576.0,0.11,2021-04-05,South,Offline,Cash,1025.28
TXN-03087,CUST-3381,Female,49,Beauty,4,97.57,0.08,2021-04-05,South,Offline,Credit Card,359.06
TXN-03088,CUST-6667,Female,40,Electronics,3,887.05,0.09,2021-04-05,East,Offline,Credit Card,2421.65
TXN-03089,CUST-6930,Male,29,Furniture,2,1038.28,0.19,2021-04-05,South,Offline,Credit Card,1682.01
TXN-03090,CUST-4317,Male,18,Clothing,4,163.58,0.15,2021-04-05,West,Offline,Debit Card,556.17
TXN-03091,CUST-4520,Female,42,Grocery,9,54.25,0.03,2021-04-05,East,Offline,Credit Card,473.6
TXN-03092,CUST-9396,Female,57,Furniture,1,641.91,0.07,2021-04-06,East,Offline,Cash,596.98
TXN-03093,CUST-2480,Male,37,Furniture,1,1120.35,0.22,2021-04-06,West,Offline,Cash,873.87
TXN-03094,CUST-7348,Female,31,Clothing,2,139.27,0.13,2021-04-06,North,Online,Digital Wallet,242.33
TXN-03095,CUST-5311,Female,29,Furniture,1,744.41,0.18,2021-04-07,North,Offline,Cash,610.42
TXN-03096,CUST-8026,Female,61,Beauty,1,150.86,0.19,2021-04-07,West,Offline,Digital Wallet,122.2
TXN-03097,CUST-2676,Male,67,Clothing,5,148.1,0.23,2021-04-07,East,Offline,Debit Card,570.19
TXN-03098,CUST-5781,Male,18,Beauty,4,60.97,0.16,2021-04-08,North,Offline,Credit Card,204.86
TXN-03099,CUST-0423,Female,20,Electronics,2,155.02,0.05,2021-04-08,South,Online,Digital Wallet,294.54
TXN-03100,CUST-2693,Female,38,Beauty,3,86.22,0.24,2021-04-08,North,Online,Credit Card,196.58
TXN-03101,CUST-1725,Male,43,Beauty,1,78.5,0.1,2021-04-08,West,Online,Debit Card,70.65
TXN-03102,CUST-4523,Male,36,Grocery,10,117.19,0.0,2021-04-08,East,Offline,Digital Wallet,1171.9
TXN-03103,CUST-7046,Female,39,Beauty,2,101.71,0.17,2021-04-08,North,Offline,Debit Card,168.84
TXN-03104,CUST-2136,Female,42,Grocery,11,73.6,0.08,2021-04-08,North,Offline,Digital Wallet,744.83
TXN-03105,CUST-8263,Male,18,Beauty,2,122.99,0.07,2021-04-08,North,Offline,Cash,228.76
TXN-03106,CUST-6860,Male,32,Grocery,8,54.84,0.01,2021-04-08,East,Online,Debit Card,434.33
TXN-03107,CUST-3292,Female,35,Beauty,2,151.24,0.22,2021-04-08,West,Online,Digital Wallet,235.93
TXN-03108,CUST-1001,Female,41,Furniture,2,1875.0,0.07,2021-04-08,West,Online,Digital Wallet,3487.5
TXN-03109,CUST-1078,Female,70,Grocery,8,34.94,0.02,2021-04-08,West,Offline,Digital Wallet,273.93
TXN-03110,CUST-4107,Male,36,Beauty,1,157.88,0.16,2021-04-08,North,Online,Digital Wallet,132.62
TXN-03111,CUST-0867,Female,43,Grocery,7,54.91,0.05,2021-04-09,South,Offline,Debit Card,365.15
TXN-03112,CUST-7548,Female,74,Clothing,1,302.64,0.11,2021-04-09,West,Offline,Cash,269.35
TXN-03113,CUST-7998,Female,28,Beauty,2,91.04,0.1,2021-04-09,South,Online,Credit Card,163.87
TXN-03114,CUST-9704,Male,57,Beauty,6,67.36,0.06,2021-04-10,East,Online,Debit Card,379.91
TXN-03115,CUST-4565,Male,18,Grocery,5,52.94,0.05,2021-04-10,North,Online,Debit Card,251.46
TXN-03116,CUST-2322,Male,31,Furniture,3,1209.86,0.12,2021-04-10,North,Offline,Digital Wallet,3194.03
TXN-03117,CUST-9196,Female,31,Clothing,2,126.07,0.17,2021-04-10,South,Offline,Credit Card,209.28
TXN-03118,CUST-1871,Female,23,Clothing,1,215.41,0.13,2021-04-10,North,Offline,Credit Card,187.41
TXN-03119,CUST-4053,Female,46,Furniture,1,900.43,0.12,2021-04-10,East,Offline,Debit Card,792.38
TXN-03120,CUST-7430,Female,66,Electronics,1,174.22,0.18,2021-04-10,West,Offline,Cash,142.86
TXN-03121,CUST-8668,Female,50,Grocery,10,58.2,0.09,2021-04-10,East,Offline,Credit Card,529.62
TXN-03122,CUST-0631,Female,49,Electronics,3,616.15,0.06,2021-04-10,North,Online,Credit Card,1737.54
TXN-03123,CUST-7256,Female,37,Clothing,3,348.09,0.14,2021-04-10,East,Online,Digital Wallet,898.07
TXN-03124,CUST-0467,Male,34,Clothing,3,198.52,0.13,2021-04-11,East,Offline,Cash,518.14
TXN-03125,CUST-4836,Female,18,Electronics,2,172.29,0.08,2021-04-11,South,Online,Digital Wallet,317.01
TXN-03126,CUST-5906,Male,47,Furniture,2,1551.71,0.15,2021-04-11,South,Offline,Credit Card,2637.91
TXN-03127,CUST-7256,Female,28,Grocery,10,56.62,0.05,2021-04-11,East,Online,Debit Card,537.89
TXN-03128,CUST-4781,Female,80,Grocery,7,53.02,0.03,2021-04-11,North,Online,Digital Wallet,360.01
TXN-03129,CUST-9874,Female,46,Grocery,8,63.76,0.04,2021-04-12,East,Offline,Debit Card,489.68
TXN-03130,CUST-8713,Female,37,Grocery,14,55.29,0.06,2021-04-12,East,Offline,Debit Card,727.62
TXN-03131,CUST-3419,Female,19,Beauty,2,58.47,0.15,2021-04-12,East,Offline,Credit Card,99.4
TXN-03132,CUST-9133,Female,62,Electronics,5,630.2,0.03,2021-04-13,West,Offline,Digital Wallet,3056.47
TXN-03133,CUST-1617,Male,52,Furniture,1,921.59,0.12,2021-04-13,East,Online,Debit Card,811.0
TXN-03134,CUST-0222,Female,62,Furniture,2,1462.5,0.13,2021-04-13,North,Offline,Credit Card,2544.75
TXN-03135,CUST-2317,Male,46,Furniture,4,1112.37,0.18,2021-04-14,East,Offline,Digital Wallet,3648.57
TXN-03136,CUST-1926,Female,39,Clothing,1,235.55,0.08,2021-04-14,North,Offline,Cash,216.71
TXN-03137,CUST-7093,Female,69,Grocery,7,69.53,0.02,2021-04-15,West,Offline,Cash,476.98
TXN-03138,CUST-7205,Male,26,Electronics,2,685.75,0.14,2021-04-15,West,Offline,Debit Card,1179.49
TXN-03139,CUST-0401,Male,26,Grocery,8,52.56,0.03,2021-04-15,North,Online,Credit Card,407.87
TXN-03140,CUST-2024,Male,63,Furniture,1,481.43,0.18,2021-04-15,East,Offline,Credit Card,394.77
TXN-03141,CUST-2625,Male,35,Electronics,2,387.07,0.14,2021-04-15,South,Online,Debit Card,665.76
TXN-03142,CUST-3531,Male,42,Furniture,3,982.86,0.17,2021-04-15,East,Online,Credit Card,2447.32
TXN-03143,CUST-0591,Male,50,Furniture,1,413.63,0.15,2021-04-17,West,Online,Credit Card,351.59
TXN-03144,CUST-1655,Male,36,Furniture,3,1875.0,0.1,2021-04-17,West,Offline,Credit Card,5062.5
TXN-03145,CUST-9095,Male,42,Clothing,5,213.68,0.15,2021-04-17,East,Online,Debit Card,908.14
TXN-03146,CUST-2341,Female,43,Grocery,10,87.38,0.04,2021-04-17,West,Online,Credit Card,838.85
TXN-03147,CUST-0631,Male,61,Electronics,1,134.65,0.12,2021-04-17,North,Online,Debit Card,118.49
TXN-03148,CUST-9319,Female,28,Grocery,6,101.57,0.07,2021-04-17,West,Offline,Digital Wallet,566.76
TXN-03149,CUST-9834,Male,29,Furniture,2,1546.88,0.09,2021-04-17,East,Offline,Credit Card,2815.32
TXN-03150,CUST-2255,Male,37,Furniture,3,882.38,0.12,2021-04-17,West,Online,Digital Wallet,2329.48
TXN-03151,CUST-7936,Female,42,Grocery,11,30.24,0.03,2021-04-18,East,Online,Debit Card,322.66
TXN-03152,CUST-9400,Female,32,Grocery,8,36.18,0.01,2021-04-19,West,Online,Digital Wallet,286.55
TXN-03153,CUST-7161,Male,34,Clothing,1,113.32,0.09,2021-04-19,North,Online,Digital Wallet,103.12
TXN-03154,CUST-2073,Female,30,Clothing,6,181.12,0.16,2021-04-19,West,Online,Digital Wallet,912.84
TXN-03155,CUST-7086,Female,55,Grocery,11,61.38,0.04,2021-04-19,East,Online,Debit Card,648.17
TXN-03156,CUST-2070,Male,18,Furniture,1,1192.82,0.08,2021-04-20,West,Offline,Debit Card,1097.39
TXN-03157,CUST-6823,Male,44,Furniture,1,1687.5,0.13,2021-04-20,South,Online,Digital Wallet,1468.12
TXN-03158,CUST-1080,Male,40,Beauty,1,78.47,0.13,2021-04-20,East,Offline,Credit Card,68.27
TXN-03159,CUST-1163,Female,38,Beauty,4,49.85,0.07,2021-04-20,South,Offline,Digital Wallet,185.44
TXN-03160,CUST-4223,Male,80,Clothing,2,120.32,0.11,2021-04-20,East,Offline,Cash,214.17
TXN-03161,CUST-8304,Male,35,Electronics,3,606.79,0.07,2021-04-21,South,Offline,Credit Card,1692.94
TXN-03162,CUST-7840,Male,36,Grocery,13,44.18,0.03,2021-04-21,South,Online,Credit Card,557.11
TXN-03163,CUST-4045,Female,63,Grocery,7,53.52,0.03,2021-04-21,West,Offline,Cash,363.4
TXN-03164,CUST-5127,Female,25,Electronics,2,555.97,0.07,2021-04-21,South,Online,Credit Card,1034.1
TXN-03165,CUST-7452,Male,38,Beauty,2,149.01,0.15,2021-04-22,West,Offline,Cash,253.32
TXN-03166,CUST-6572,Female,40,Beauty,1,136.3,0.13,2021-04-22,West,Offline,Cash,118.58
TXN-03167,CUST-6739,Female,25,Grocery,11,34.58,0.09,2021-04-22,East,Offline,Credit Card,346.15
TXN-03168,CUST-2068,Male,47,Grocery,6,112.12,0.04,2021-04-22,North,Offline,Cash,645.81
TXN-03169,CUST-5262,Male,52,Electronics,1,456.49,0.12,2021-04-23,North,Online,Debit Card,401.71
TXN-03170,CUST-6902,Male,25,Clothing,4,108.85,0.15,2021-04-23,East,Offline,Cash,370.09
TXN-03171,CUST-5687,Female,32,Grocery,5,40.45,0.05,2021-04-23,West,Online,Debit Card,192.14
TXN-03172,CUST-6793,Female,54,Beauty,3,170.18,0.13,2021-04-23,North,Online,Credit Card,444.17
TXN-03173,CUST-4269,Female,53,Beauty,3,51.73,0.22,2021-04-23,East,Online,Debit Card,121.05
TXN-03174,CUST-7661,Female,40,Furniture,4,682.82,0.1,2021-04-23,East,Online,Digital Wallet,2458.15
TXN-03175,CUST-7097,Male,45,Furniture,3,1115.34,0.14,2021-04-23,East,Online,Credit Card,2877.58
TXN-03176,CUST-0286,Female,53,Beauty,3,98.6,0.1,2021-04-23,East,Offline,Credit Card,266.22
TXN-03177,CUST-7594,Female,36,Furniture,5,529.06,0.07,2021-04-23,South,Offline,Digital Wallet,2460.13
TXN-03178,CUST-0273,Female,36,Clothing,2,372.4,0.12,2021-04-24,North,Online,Digital Wallet,655.42
TXN-03179,CUST-0892,Female,66,Beauty,2,86.38,0.19,2021-04-24,West,Offline,Cash,139.94
TXN-03180,CUST-0892,Female,45,Beauty,3,82.88,0.07,2021-04-24,West,Offline,Digital Wallet,231.24
TXN-03181,CUST-5599,Male,46,Electronics,2,504.38,0.13,2021-04-24,North,Offline,Credit Card,877.62
TXN-03182,CUST-8121,Male,48,Clothing,7,294.96,0.12,2021-04-24,East,Offline,Credit Card,1816.95
TXN-03183,CUST-8421,Male,25,Furniture,3,557.48,0.08,2021-04-24,East,Offline,Debit Card,1538.64
TXN-03184,CUST-7495,Female,20,Beauty,2,100.16,0.12,2021-04-24,East,Online,Credit Card,176.28
TXN-03185,CUST-8687,Female,60,Grocery,4,50.45,0.03,2021-04-25,South,Online,Debit Card,195.75
TXN-03186,CUST-9175,Male,38,Grocery,5,86.29,0.05,2021-04-25,South,Online,Credit Card,409.88
TXN-03187,CUST-9108,Male,38,Clothing,3,260.7,0.16,2021-04-25,East,Offline,Credit Card,656.96
TXN-03188,CUST-2469,Male,19,Furniture,1,672.93,0.11,2021-04-25,West,Online,Debit Card,598.91
TXN-03189,CUST-8885,Female,42,Furniture,4,608.7,0.08,2021-04-25,East,Offline,Cash,2240.02
TXN-03190,CUST-1003,Female,55,Furniture,4,1101.95,0.15,2021-04-25,South,Offline,Credit Card,3746.63
TXN-03191,CUST-0199,Female,58,Beauty,1,62.52,0.15,2021-04-25,West,Online,Digital Wallet,53.14
TXN-03192,CUST-0523,Female,48,Beauty,1,160.06,0.17,2021-04-25,North,Offline,Credit Card,132.85
TXN-03193,CUST-3530,Female,35,Clothing,1,126.69,0.1,2021-04-25,East,Online,Debit Card,114.02
TXN-03194,CUST-2433,Female,76,Furniture,1,1238.69,0.25,2021-04-25,West,Online,Digital Wallet,929.02
TXN-03195,CUST-3504,Female,40,Clothing,7,273.02,0.06,2021-04-25,North,Online,Digital Wallet,1796.47
TXN-03196,CUST-9436,Female,36,Grocery,6,107.79,0.01,2021-04-26,South,Offline,Debit Card,640.27
TXN-03197,CUST-8336,Male,60,Grocery,9,93.75,0.02,2021-04-26,East,Online,Credit Card,826.88
TXN-03198,CUST-8857,Male,24,Electronics,2,437.32,0.05,2021-04-26,North,Online,Credit Card,830.91
TXN-03199,CUST-6489,Male,42,Beauty,4,101.31,0.1,2021-04-26,East,Offline,Cash,364.72
TXN-03200,CUST-9627,Male,60,Clothing,4,88.65,0.1,2021-04-26,South,Offline,Cash,319.14
TXN-03201,CUST-1472,Female,49,Grocery,4,64.68,0.01,2021-04-26,East,Offline,Cash,256.13
TXN-03202,CUST-5173,Male,31,Beauty,5,128.1,0.17,2021-04-26,East,Online,Credit Card,531.62
TXN-03203,CUST-3032,Male,46,Clothing,1,294.39,0.26,2021-04-27,North,Offline,Credit Card,217.85
TXN-03204,CUST-2726,Female,53,Beauty,1,85.36,0.1,2021-04-27,South,Offline,Credit Card,76.82
TXN-03205,CUST-9551,Female,35,Beauty,4,71.71,0.17,2021-04-27,West,Online,Digital Wallet,238.08
TXN-03206,CUST-3437,Male,36,Grocery,13,117.19,0.06,2021-04-27,East,Offline,Cash,1432.06
TXN-03207,CUST-3561,Male,34,Electronics,1,542.43,0.06,2021-04-27,South,Offline,Credit Card,509.88
TXN-03208,CUST-1202,Female,41,Beauty,2,243.75,0.08,2021-04-27,North,Offline,Digital Wallet,448.5
TXN-03209,CUST-1386,Female,33,Furniture,1,1597.22,0.08,2021-04-28,West,Offline,Cash,1469.44
TXN-03210,CUST-8291,Male,34,Clothing,2,233.63,0.08,2021-04-28,West,Online,Credit Card,429.88
TXN-03211,CUST-7493,Female,68,Grocery,7,40.32,0.07,2021-04-28,South,Offline,Debit Card,262.48
TXN-03212,CUST-1620,Female,37,Furniture,1,1189.74,0.1,2021-04-28,North,Online,Credit Card,1070.77
TXN-03213,CUST-9299,Male,47,Furniture,3,1145.32,0.07,2021-04-28,East,Offline,Debit Card,3195.44
TXN-03214,CUST-1466,Female,34,Beauty,2,106.9,0.13,2021-04-28,East,Online,Digital Wallet,186.01
TXN-03215,CUST-0953,Male,27,Electronics,1,792.0,0.02,2021-04-28,South,Offline,Debit Card,776.16
TXN-03216,CUST-5080,Male,36,Furniture,2,1757.81,0.07,2021-04-28,East,Online,Digital Wallet,3269.53
TXN-03217,CUST-0757,Male,56,Furniture,3,854.33,0.18,2021-04-28,South,Offline,Debit Card,2101.65
TXN-03218,CUST-0757,Female,51,Beauty,1,185.32,0.12,2021-04-28,South,Offline,Debit Card,163.08
TXN-03219,CUST-3214,Female,42,Furniture,2,1299.52,0.08,2021-04-28,East,Online,Digital Wallet,2391.12
TXN-03220,CUST-9888,Male,44,Electronics,2,551.09,0.07,2021-04-28,North,Online,Debit Card,1025.03
TXN-03221,CUST-2693,Male,21,Beauty,2,40.85,0.16,2021-04-29,North,Online,Digital Wallet,68.63
TXN-03222,CUST-0866,Male,36,Furniture,1,1338.5,0.11,2021-04-29,North,Offline,Debit Card,1191.27
TXN-03223,CUST-6372,Female,41,Grocery,5,37.2,0.06,2021-04-29,East,Offline,Credit Card,174.84
TXN-03224,CUST-8425,Female,42,Beauty,1,115.06,0.09,2021-04-29,South,Offline,Debit Card,104.7
TXN-03225,CUST-9388,Male,39,Beauty,2,91.14,0.11,2021-04-29,West,Offline,Digital Wallet,162.23
TXN-03226,CUST-1881,Female,53,Grocery,2,32.44,0.02,2021-04-29,South,Online,Debit Card,63.58
TXN-03227,CUST-4217,Male,39,Clothing,5,187.51,0.09,2021-04-30,North,Online,Credit Card,853.17
TXN-03228,CUST-3155,Female,58,Grocery,9,17.58,0.09,2021-04-30,South,Offline,Debit Card,143.98
TXN-03229,CUST-1199,Male,75,Furniture,2,991.73,0.19,2021-04-30,South,Online,Digital Wallet,1606.6
TXN-03230,CUST-9722,Male,43,Furniture,2,659.51,0.16,2021-04-30,South,Online,Credit Card,1107.98
TXN-03231,CUST-9865,Female,59,Grocery,14,48.42,0.03,2021-04-30,East,Offline,Credit Card,657.54
TXN-03232,CUST-5831,Female,29,Furniture,5,572.54,0.08,2021-05-01,North,Online,Credit Card,2633.68
TXN-03233,CUST-1177,Female,27,Beauty,6,65.16,0.08,2021-05-01,North,Online,Digital Wallet,359.68
TXN-03234,CUST-4426,Male,46,Beauty,5,82.04,0.1,2021-05-01,North,Online,Debit Card,369.18
TXN-03235,CUST-5613,Female,44,Clothing,7,86.74,0.18,2021-05-01,West,Offline,Cash,497.89
TXN-03236,CUST-3727,Male,35,Beauty,1,195.77,0.17,2021-05-01,East,Offline,Digital Wallet,162.49
TXN-03237,CUST-0500,Female,18,Electronics,3,197.05,0.06,2021-05-02,West,Online,Digital Wallet,555.68
TXN-03238,CUST-1617,Female,40,Beauty,1,243.75,0.15,2021-05-02,North,Online,Digital Wallet,207.19
TXN-03239,CUST-2321,Female,46,Grocery,10,34.64,0.09,2021-05-02,South,Offline,Credit Card,315.22
TXN-03240,CUST-8503,Female,54,Grocery,10,75.49,0.05,2021-05-02,East,Online,Debit Card,717.16
TXN-03241,CUST-6436,Female,37,Beauty,1,234.38,0.08,2021-05-02,East,Offline,Digital Wallet,215.63
TXN-03242,CUST-5840,Male,49,Furniture,5,1725.0,0.08,2021-05-02,West,Online,Credit Card,7935.0
TXN-03243,CUST-0326,Male,43,Grocery,6,58.82,0.01,2021-05-02,West,Offline,Credit Card,349.39
TXN-03244,CUST-3262,Female,55,Electronics,3,286.4,0.1,2021-05-02,East,Offline,Credit Card,773.28
TXN-03245,CUST-4313,Male,26,Furniture,1,733.67,0.11,2021-05-02,West,Offline,Digital Wallet,652.97
TXN-03246,CUST-7661,Female,39,Furniture,1,677.99,0.07,2021-05-02,East,Online,Digital Wallet,630.53
TXN-03247,CUST-3931,Female,36,Furniture,1,775.19,0.1,2021-05-03,South,Online,Credit Card,697.67
TXN-03248,CUST-8714,Male,34,Grocery,14,56.32,0.03,2021-05-03,East,Offline,Credit Card,764.83
TXN-03249,CUST-2073,Female,32,Beauty,4,122.3,0.17,2021-05-03,North,Online,Digital Wallet,406.04
TXN-03250,CUST-0906,Male,47,Grocery,4,55.17,0.01,2021-05-03,East,Online,Digital Wallet,218.47
TXN-03251,CUST-9462,Male,62,Electronics,2,405.13,0.02,2021-05-03,South,Online,Digital Wallet,794.05
TXN-03252,CUST-8205,Female,18,Beauty,1,47.63,0.14,2021-05-03,North,Online,Debit Card,40.96
TXN-03253,CUST-0043,Male,26,Clothing,1,180.04,0.12,2021-05-03,East,Online,Digital Wallet,158.44
TXN-03254,CUST-4274,Female,49,Clothing,5,149.35,0.1,2021-05-03,North,Offline,Cash,672.08
TXN-03255,CUST-1119,Male,44,Grocery,7,88.0,0.02,2021-05-03,South,Offline,Credit Card,603.68
TXN-03256,CUST-1672,Male,43,Grocery,11,125.0,0.01,2021-05-03,West,Offline,Credit Card,1361.25
TXN-03257,CUST-3570,Female,36,Furniture,3,1875.0,0.16,2021-05-03,West,Offline,Cash,4725.0
TXN-03258,CUST-1472,Female,70,Beauty,2,146.6,0.16,2021-05-03,East,Offline,Credit Card,246.29
TXN-03259,CUST-5279,Female,56,Beauty,1,107.68,0.14,2021-05-03,West,Offline,Credit Card,92.6
TXN-03260,CUST-0107,Female,55,Electronics,2,235.7,0.11,2021-05-04,South,Online,Digital Wallet,419.55
TXN-03261,CUST-5430,Female,34,Furniture,1,821.39,0.13,2021-05-04,West,Offline,Digital Wallet,714.61
TXN-03262,CUST-2681,Female,28,Beauty,3,115.31,0.06,2021-05-04,South,Offline,Cash,325.17
TXN-03263,CUST-5421,Male,74,Electronics,3,276.73,0.12,2021-05-04,West,Offline,Cash,730.57
TXN-03264,CUST-3356,Male,33,Furniture,4,722.88,0.15,2021-05-04,West,Offline,Credit Card,2457.79
TXN-03265,CUST-4223,Male,24,Clothing,2,244.46,0.11,2021-05-04,East,Offline,Cash,435.14
TXN-03266,CUST-6130,Male,43,Beauty,2,78.03,0.17,2021-05-04,East,Online,Digital Wallet,129.53
TXN-03267,CUST-1824,Male,32,Furniture,2,623.8,0.11,2021-05-04,West,Online,Credit Card,1110.36
TXN-03268,CUST-3884,Female,22,Clothing,1,288.0,0.19,2021-05-04,South,Offline,Credit Card,233.28
TXN-03269,CUST-6982,Male,26,Furniture,1,1485.0,0.13,2021-05-04,South,Online,Digital Wallet,1291.95
TXN-03270,CUST-4337,Male,48,Furniture,3,552.54,0.09,2021-05-04,North,Online,Credit Card,1508.43
TXN-03271,CUST-3140,Female,58,Beauty,3,32.38,0.14,2021-05-04,East,Offline,Digital Wallet,83.54
TXN-03272,CUST-1129,Female,74,Grocery,10,61.64,0.04,2021-05-05,West,Offline,Cash,591.74
TXN-03273,CUST-8517,Female,36,Beauty,1,127.22,0.09,2021-05-05,West,Offline,Cash,115.77
TXN-03274,CUST-6953,Male,31,Furniture,4,562.02,0.1,2021-05-05,West,Online,Debit Card,2023.27
TXN-03275,CUST-8690,Male,50,Furniture,1,386.72,0.18,2021-05-05,North,Offline,Credit Card,317.11
TXN-03276,CUST-6320,Female,18,Grocery,7,24.36,0.04,2021-05-05,South,Offline,Cash,163.7
TXN-03277,CUST-6026,Male,46,Beauty,3,183.42,0.07,2021-05-06,East,Offline,Digital Wallet,511.74
TXN-03278,CUST-3328,Female,56,Beauty,1,108.72,0.19,2021-05-06,West,Offline,Cash,88.06
TXN-03279,CUST-0479,Female,55,Furniture,2,682.4,0.17,2021-05-06,North,Online,Credit Card,1132.78
TXN-03280,CUST-8720,Female,45,Clothing,1,377.74,0.07,2021-05-06,North,Online,Digital Wallet,351.3
TXN-03281,CUST-1525,Female,46,Furniture,1,868.92,0.16,2021-05-07,North,Offline,Digital Wallet,729.89
TXN-03282,CUST-2290,Male,32,Furniture,1,947.97,0.15,2021-05-07,East,Offline,Cash,805.77
TXN-03283,CUST-5713,Female,18,Beauty,3,50.3,0.12,2021-05-07,West,Offline,Debit Card,132.79
TXN-03284,CUST-4916,Female,56,Clothing,1,196.92,0.24,2021-05-08,North,Online,Debit Card,149.66
TXN-03285,CUST-4374,Female,37,Beauty,3,65.68,0.11,2021-05-08,West,Offline,Credit Card,175.37
TXN-03286,CUST-6883,Male,50,Electronics,2,341.0,0.03,2021-05-08,North,Offline,Credit Card,661.54
TXN-03287,CUST-6633,Male,38,Grocery,11,67.56,0.03,2021-05-08,West,Offline,Digital Wallet,720.87
TXN-03288,CUST-2748,Male,50,Electronics,5,334.5,0.04,2021-05-08,West,Offline,Credit Card,1605.6
TXN-03289,CUST-4814,Male,50,Beauty,2,67.71,0.12,2021-05-08,South,Offline,Debit Card,119.17
TXN-03290,CUST-6936,Female,35,Beauty,3,198.0,0.15,2021-05-08,South,Offline,Cash,504.9
TXN-03291,CUST-4426,Female,51,Grocery,5,112.12,0.06,2021-05-08,North,Online,Credit Card,526.96
TXN-03292,CUST-2889,Male,49,Grocery,7,62.46,0.07,2021-05-09,North,Offline,Cash,406.61
TXN-03293,CUST-7480,Female,20,Grocery,8,22.61,0.07,2021-05-09,East,Offline,Cash,168.22
TXN-03294,CUST-4293,Female,36,Furniture,2,1051.24,0.14,2021-05-09,South,Online,Credit Card,1808.13
TXN-03295,CUST-8345,Female,18,Furniture,1,478.49,0.09,2021-05-09,South,Offline,Credit Card,435.43
